id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo
24157,25765,I-1,DENTAL ODONTOFAMILY,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,OTROS PUEBLO TRADICIONAL LURIN CERCADO MANZANA F LOTE 29 DISTRITO LURIN PROVINCIA LIMA DEPARTAMENTO LIMA,-76.87033909,-12.27508352,1299
24158,25766,I-1,MULTIDENT LURIN,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,OTROS ZONA B MANZANA A LOTE 3 URBANIZACIÓN Las Virreynas DISTRITO LURIN PROVINCIA LIMA DEPARTAMENTO LIMA,-76.884032,-12.2526278,1299
24159,25767,I-1,ODONTOIMAGEN,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,JIRÓN BOLOGNESI N°112-A MZ.G LOTE 14 - LURIN DISTRITO LURIN PROVINCIA LIMA DEPARTAMENTO LIMA,-76.884032,-12.2526278,1299
24160,25768,I-3,ROMANDENT,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,JIRÓN EL POLO NÚMERO 348 MANZANA H1 LOTE 27 URBANIZACIÓN CENTRO COMERCIAL MONTERRICO DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.97338588,-12.10593112,1320
24161,25769,I-1,PUNTO ORAL,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA JUAN VELASCO ALVARADO PISO 2 MANZANA B1 LOTE 15 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-76.96266241,-12.17296845,1313
24162,25770,I-2,GRUPO ONCOGINE,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA LOS PROCERES LOCAL 201 MANZANA B LOTE 23 URBANIZACIÓN HONOR Y LEALTAD DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.98867179,-12.16512361,1320
24163,25771,I-3,CENTRO DE SALUD MENTAL COMUNITARIO LA MEDALLA MILAGROSA,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,JIRÓN 12 DE JULIO SECTOR 24 DE JUNIO COLLANAC DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA,-76.87121249,-12.1281459,1303
24164,25772,I-3,CENTRO DE SALUD MENTAL COMUNITARIO SANTA ROSA DE MANCHAY,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,CALLE 20 SECTOR PORTADA DE MANCHAY III CPR HUERTOS DE MANCHAY MANZANA B5 LOTE 03 DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA,-76.8538748,-12.2095337,1303
24165,25773,I-2,MEDI VIDA,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,"OTROS Sector 3, Grupo 9 MANZANA L LOTE 13 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA",-76.93236568,-12.21884588,1322
24172,25781,SD,QUALAB,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,OTROS PARCELA C SUBPARCELA C-1 MANZANA B LOTE 9-13 Y 17 URBANIZACIÓN SAN JUAN DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9652601,-12.1631027,1313
24174,25783,I-1,ENKANTA CONSULTORIO DENTAL,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA PERU NÚMERO 1891 DEPARTAMENTO 202 URBANIZACIÓN PERU DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06611,-12.0322239,1315
24175,25784,I-2,REGENERA MEDICINA REGENERATIVA Y ESTETICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE FRAY MARTÍN DE MURUA NÚMERO 150 PISO 6 INTERIOR 605 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.09097579,-12.07653924,1316
24180,25789,I-1,STRAND DENTAL CENTER,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA REVOLUCIÒN NÚMERO 2624 PISO 2 MANZANA H2 LOTE 4 URBANIZACIÓN AH. COLLIQUE DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0163895,-11.9134048,1290
24181,25790,I-1,CONSULTORIO ODONTOLOGICO SONRISITAS FELICES,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,PASAJE FAUSTINO SANCHEZ CARRION NÚMERO 179 MANZANA Ñ LOTE 04 URBANIZACIÓN EL RETABLO DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05529786,-11.93641034,1290
24182,25791,I-3,POLICLINICO MEDICAL PERU,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA TUPAC AMARU 3909 2 R 11 8 CARABAYLLO COMAS LIMA LIMA,-77.05777264,-11.96970881,1290
24183,25792,I-1,SERVICIOS ODONTOLOGICOS C & C,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,CALLE CORONEL ELESPURU NÚMERO 341 PISO 1 URBANIZACIÓN EL BOSQUE DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0362378,-12.0271206,1308
24188,25798,I-1,ODONTOSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ALFONSO UGARTE NÚMERO 1372 DEPARTAMENTO 106 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04237498,-12.05753,1285
24190,25800,I-1,CESNIK DENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Bolivia NÚMERO 708 PISO 1 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04543001,-12.05639947,1285
24191,25801,I-1,CENTRO ODONTOLOGICO AMERICANO - POLICLINICO FEBAN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN CAMANA NÚMERO 390 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03574455,-12.0502877,1281
24193,25803,I-1,DENTAL VIDA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Los Postes NÚMERO 225 PISO 1 MANZANA D LOTE 25 URBANIZACIÓN Las Begonias DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0092345,-11.9977953,1312
24208,25819,I-2,SALUD & VISION,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA JAVIER PRADO ESTE NÚMERO 6349 MANZANA E5 LOTE 9 URBANIZACIÓN LA RIVIERA DE MONTERRICO I ETAPA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9503028,-12.06901067,1294
24209,25820,I-1,CONSULTORIO DENTAL SANTA ROSA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA CESAR VALLEJO N?ERO 1612 URBANIZACI? PJ VILLA HERMOSA DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9907128,-12.0396193,1291
24210,25821,I-2,CONSULTORIO MEDICO FAMISALUD,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,CALLE 15 COOP VIÑA SAN FRANCISCO MANZANA E LOTE 26 DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9518987,-12.03080257,1317
24211,25822,I-1,DENTAL EVYSAN,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN LAS CASCADAS NÚMERO 131 MANZANA B2 LOTE 05 URBANIZACIÓN LA ENSENADA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.95048249,-12.10185825,1294
24212,25823,I-1,PLUSDENT,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN LAS VEGAS MANZANA A4 LOTE 20 URBANIZACIÓN ASOC DE VIVIENDA LOS PORTALES DE SANTA ANITA DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.95743344,-12.03949865,1317
24214,25825,I-2,CONSULTORIOS CAYETANO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA GRAN CHIMU NÚMERO 757 A PISO 2 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.000978,-12.0253909,1312
24215,25826,I-1,CONSULTORIO DE PSICOTERAPIA ELYD`,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,OTROS Sector 6 Grupo 6 Manzana N Lote 21 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9473821,-12.2211673,1322
24216,25827,I-3,POLICLINICO SANTA ROSA DE MANCHAY,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,"CALLE CALLE 36,MZ B, LOTE 19 A, CPR LOS HUERTOS DE MANCHAY - SECTOR CENTRAL DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA",-76.8538748,-12.2095337,1303
24217,25828,SD,DOCTOR LIFE SERVICIOS MEDICOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CARLOS GONZALES CANDAMO NÚMERO 267 PISO 3 INTERIOR 303 URBANIZACIÓN CENTRO COMERCIAL MARANGA DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0916281,-12.0754359,1316
24218,25830,SD,"INAPAT ""DIAGNÓSTICO Y CONSULTORÍA EN ANATOMÍA PATOLÓGICA""",LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN RAMON CASTILLA NÚMERO 565 INTERIOR 401 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0739,-12.091368,1300
24229,25842,I-1,MYDENT,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN LOS ALAMOS COOPERATIVA UNIVERSAL NÚMERO 372 DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.97443462,-12.04681469,1317
24231,25844,I-1,DENTAL PERFECT,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,CALLE LAS ALONDRAS NÚMERO 141 PISO 3 URBANIZACIÓN SANTA ANITA DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9638184,-12.0547801,1317
24232,25845,I-1,CONSULTORIO DENTAL SEÑOR DE LUREN,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA LOS RUISEÑORES NÚMERO 612 URBANIZACIÓN SANTA ANITA DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9669676,-12.0495586,1317
24233,25846,I-2,G. RIOS SERVICIOS MEDICOS Y ODONTOLOGICOS,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA ANTUNEZ DE MAYOLO NÚMERO 577 URBANIZACIÓN LOS ROBLES DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.96988023,-12.04410235,1317
24234,25847,I-3,POLICLINICO MUNICIPAL DE ATE,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,CALLE EL PROGRESO NÚMERO 203 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9019638,-12.0261643,1283
24235,25848,I-2,OB-GYN GINECOLOGIA  Y OBSTETRICIA ESPECIALIZADA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN SAN PABLO PISO 2 MANZANA B LOTE 16 URBANIZACIÓN COOP BENJAMIN DOIG LOSSIO DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.95155341,-12.03559913,1317
24236,25849,I-2,MEDICO DE GUARDIA SAC,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA MANUEL SANCHEZ CARRION MANZANA 18 LOTE 13 DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.70928784,-11.94390103,1298
24237,25850,I-3,TADEO SALUD,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,URBANIZACIÓN CERES MANZANA F LOTE 14 URBANIZACIÓN CERES DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.926066,-12.02903,1283
24250,25864,I-3,CENTRO MEDICO GLOBAL SALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN HUANUCO NÚMERO 1014 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01781667,-12.05660931,1281
24251,25865,I-1,SMILE CONCEPT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA PRIMAVERA NÚMERO 609 DEPARTAMENTO 407 MANZANA Z-2 LOTE 15-16 URBANIZACIÓN CHACARILLA DEL ESTANQUE IV ETAPA DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9868812,-12.1105115,1310
24253,25867,I-1,SMARTDENT,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA ayacucho PISO 2 MANZANA G-1 LOTE 18 URBANIZACIÓN GRUP G AGRUP MI PERU DISTRITO MI PERU PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.1250996,-11.8537358,696
24257,25872,I-3,"POLICLINICO  ""VIDAS""",CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA LOS DOMINICOS NÚMERO 510 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.09709677,-12.0097575,690
24262,25880,SD,QUALAB SAC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA CARLOS IZAGUIRRE NÚMERO 153 DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.058785,-11.9898009,1292
24263,25881,I-1,DENTI SMILE,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA LAS PALMERAS NÚMERO 5363 PISO 1 MANZANA B LOTE 06 URBANIZACIÓN PEREGRINO DEL SEÑOR DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0725807,-11.9731091,1297
24264,25882,I-1,CONSULTORIO DENTAL EBEN_EZER,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JOSE MARIA CORDOVA NÚMERO 3498 PISO 2 URBANIZACIÓN CONDEVILLA SEÑOR DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.08218834,-12.02094535,1315
24266,25884,I-1,ODONTOWORLD DENTAL OFFICE,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA MARIA PARADO DE BELLIDO NÚMERO 676 PISO 1 DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05680124,-11.99231212,1292
24268,25886,I-2,CONSULTORIO MEDICO PERÚ CUBA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN LAS CAMPANILLAS NÚMERO 198 URBANIZACIÓN SANTA ISABEL DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03465761,-11.9004959,1286
24269,25887,I-1,MULTIDENT HUANDOY,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA proceres de huandoy NÚMERO 4958 PISO 2 URBANIZACIÓN parque el naranjal DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.08360053,-11.9779209,1297
24270,25888,I-1,ENPADENT ODONTOLOGIA INTEGRAL,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA GERARDO UNGER INTERIOR 7079 URBANIZACIÓN MESA REDONDA DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0548067,-12.0030393,1292
24272,25890,I-1,CONCULTORIO ODONTOLOGICO KARIDENT,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN RIO OXAPAMPA 607 PISO 1 MANZANA M LOTE 18 URBANIZACIÓN VILLA DEL NORTE DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.069298,-11.9718962,1297
24273,25891,I-1,BELADENT,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA UNIVERSITARIA NORTE NÚMERO 10543 PISO 2 MANZANA X LOTE 7 URBANIZACIÓN SAN FELIPE II ETAPA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0399126,-11.9014262,1290
24279,25897,I-2,CONSULTORIO OFTALMOLOGICO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN MARISCAL MILLER NÚMERO 1806 PISO 1 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.037126,-12.082819,1296
24280,25898,I-1,SONRISAS Y SONRISITAS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN Mariscal Miller NÚMERO 1973 PISO 1 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03722449,-12.08462568,1296
24282,25900,SD,CENTRO DE VACUNACION DE  LABORATORIOS ROE,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA LA ENCALADA NÚMERO 435/471 MANZANA A1 LOTE 2-3 URBANIZACIÓN CENTRO COMERCIAL MONTERRICO DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.97322763,-12.11035009,1320
24286,25904,SD,GASTRODAC E.I.R.L.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA NARANJAL NÚMERO 318 PISO 2 DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.053541,-11.9299805,1297
24290,25912,SD,CENTRO DE VACUNACION DE  LABORATORIOS ROE,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA ALFREDO BENAVIDES NÚMERO 4498 URBANIZACIÓN VISTA ALEGRE DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.99002362,-12.12826653,1320
24301,25924,SD,CENTRO DE DIAGNOSTICO DE IMAGENES,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA NICOLAS AYLLON NÚMERO 5568 PISO 1 URBANIZACIÓN VILLA VITARTE DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.92309348,-12.02789892,1283
24305,25928,I-3,MULTIMEDIC S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,"AVENIDA TINGO MARIA 1031, PISO 2 y 3 FRENTE AL CONDOMINIO NUEVO CERCADO LIMA BREÑA LIMA LIMA",-77.057576,-12.056082,1285
24306,25929,I-2,CONSULTORIOS DE ATENCIÓN INTEGRAL DE DIABETES E HIPERTENSION - ESSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA arenales NÚMERO 1402 PISO 1 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0367809,-12.0781849,1293
24307,25930,II-E,CLINICA SANENS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA PROLONGACIÓN RICARDO PALMA 298 ALTURA DEL VÍA EXPRESA CON RICARDO PALMA SURQUILLO LIMA LIMA,-77.02486631,-12.11917566,1321
24308,25931,I-3,SERVICIOS MÉDICOS SAN IGNACIO DE LOYOLA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE Santa Martina 260 Pando et. tres a cinco cuadras de fabrica molitalia LIMA LIMA LIMA,-77.075755,-12.062524,1281
24309,25932,I-1,ENDODONTICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA SIMÓN BOLÍVAR NÚMERO 389 PISO 1 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0567918,-12.0729733,1301
24326,25949,I-3,POLICLINICO PARROQUIAL NUESTRA SEÑORA DE LA ESPERANZA,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,JIRÓN PUMACAHUA (ESQUINA CON JR. PUMACAHUA Y CA. LIMA) AA.HH. NUEVA ESPERANZA MANZANA 33 LOTE 02 DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.946885,-12.1823248,1323
24328,25951,I-3,MEDIC CENTER VILLA,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,OTROS SECTOR 02 GRUPO 19 MANZANA N LOTE 06 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9207671,-12.215341,1322
24329,25952,SD,INBIOMEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JOSE DE LA TORRE UGARTE NÚMERO 166 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03417569,-12.08930237,1296
24330,25953,I-2,CONSULTORIO MEDICO DE SEDAPAL- VILLA EL SALVADOR,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA SEP. INDUSTRIAL  Mz U Lt PQ. PARQUE IND DEL CONO SUR PARC.I DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9446812,-12.1865572,1322
24331,25954,I-1,DIAZ & CARREÑO ODONTOLOGÍA ESPECIALIZADA,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,"AVENIDA CASTILLA, RAMON MARISCAL, INT. 1 NÚMERO 312 MANZANA O LOTE 22 URBANIZACIÓN LAS MAGNOLIAS DE SURCO DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA",-77.01523504,-12.13386517,1320
24355,25978,I-2,CONSULTORIO MEDICO SAN LUCAS,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,"SECTOR 02, GRUPO 10, TIENDA 01 (2° PISO) DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA",-76.93742952,-12.21198996,1322
24359,25982,I-1,FRESHDENT MA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA RIVA AGUERO NÚMERO 766 PISO 2 URBANIZACIÓN AH VI ZONA EL AGUSTINO DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0036872,-12.0527,1291
24360,25983,I-1,DENTAL PROVIDENCIA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN JUNIN NÚMERO 195 PISO 2 DEPARTAMENTO 202 DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.6948323,-11.93689586,1298
24362,25985,I-2,HOLISTIC MEDIC,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA PERU NÚMERO 4853 MANZANA E14 LOTE 20 URBANIZACIÓN BOCANEGRA DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.09873997,-12.02542921,690
24363,25986,I-1,DENTAL NUEVO AEROPUERTO,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA Nuevo Aeropuerto MANZANA B LOTE 13 URBANIZACIÓN Santa Rosa DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.10781184,-12.04245774,690
24364,25987,I-1,PERFEC SMILE,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN SANTIAGO DE COMPOSTELA NÚMERO 164 PISO 2 INTERIOR 201 MANZANA I LOTE 37 URBANIZACIÓN LA ESTANCIA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9391885,-12.051729,1294
24369,25992,I-1,L&C CONSULTORIO DENTAL,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA JAVIER PRADO ESTE NÚMERO 6545A MANZANA A LOTE 30 URBANIZACIÓN PABLO CANEPA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.928234,-12.0820196,1294
24375,25998,I-2,LE´PARIS MEDICINA & BELLEZA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA CARLOS IZAGUIRRE 979 -A NÚMERO 979 PISO 2 DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.07248464,-11.99135232,1297
24376,25999,I-2,CONSULTORIO PSICOLÓGICO LOTO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA Tupac Amaru NÚMERO 1900 PISO 2 DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02508906,-11.88898715,1286
24377,26000,I-1,DENTAL KARISMA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA belaunde oeste NÚMERO 844 PISO 2 DEPARTAMENTO 1 DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05525494,-11.93527143,1290
24378,26001,SD,TOMOMEDIC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA CARLOS IZAGUIRRE 153 -159 TORRE  C NÚMERO 159 DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.058785,-11.9898009,1292
24380,26003,I-2,CONSULTORIO MEDICO MADRE TERESA DE CALCUTA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,PASAJE Nº 47 NÚMERO 103 PISO 1 URBANIZACIÓN II ETAPA RETABLO DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0586051,-11.9351135,1290
24383,26006,I-2,CRECIENDO SANOS Y FELICES,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN EL AMARGON NÚMERO 3820 PISO PISO 2 MANZANA MZ. N LOTE LOTE 37 URBANIZACIÓN URB. LAS PALMERAS DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.07483871,-11.99058401,1297
24384,26007,I-1,AMERICA DENTALS,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA 2 DE OCTUBRE (ANTES CONFRATERNIDAD) MANZANA V LOTE 6 URBANIZACIÓN P.M.V. CONFRATERNIDAD (AA.HH. LOS OLIVOS DE PRO) DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.07964829,-11.9482361,1297
24385,26008,I-2,CONSULTORIO MEDICO MUNICIPAL JJ SALUD,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA 11 DE ENERO CON CALLE HUARAL MANZANA 64 URBANIZACIÓN ASOCIACIÓN POPULAR LA VARIANTE DE ANCON DISTRITO ANCON PROVINCIA LIMA DEPARTAMENTO LIMA,-77.14139251,-11.73691854,1282
24386,26009,I-3,CAP III CARABAYLLO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN MOSHOLLACTA Y DIEGO BERMEJO NÚMERO 184 DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0383869,-11.8967637,1286
24388,26011,I-2,DERMA QUATTRO S.A.C.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA Carlos Alberto izaguirre NÚMERO 814 URBANIZACIÓN Las Palmeras I Etapa DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0706632,-11.990766,1297
